filenw,ident,region,regiog,subre,contr,countryname,birth_y,age_sex,age_union,agechild1,agechild2,agechild3,agechild4,agechild5,urban,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,aw,sex,union,child,child20,child30,birth_5y
ALIR50FL.DTA,ALIR50FL.DTA_000000018013002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1968,18,18,20,23,24,26,28,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000018017002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1969,21,20,23,26,27,32,NA,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000019001003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1978,18,18,18,20,22,NA,NA,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1975
ALIR50FL.DTA,ALIR50FL.DTA_000000019002002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1972,20,20,21,22,24,25,29,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000019007002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1972,22,22,23,25,31,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000019009002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1975,19,19,20,21,25,28,32,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1975
ALIR50FL.DTA,ALIR50FL.DTA_000000019011001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1965,20,21,22,25,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000019012002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1965,17,19,20,21,29,NA,NA,0,0,0,0,0,0,0,0,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000019013002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1963,19,19,20,23,26,28,37,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,1,1,1,0,1,1,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000019015002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1977,21,21,22,24,29,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1975
ALIR50FL.DTA,ALIR50FL.DTA_000000019016002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1967,23,23,24,25,26,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000019017002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1975,20,20,20,29,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1975
ALIR50FL.DTA,ALIR50FL.DTA_000000019020002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1965,19,18,20,22,24,NA,NA,0,0,0,0,0,0,0,0,0,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
